timestamp,num_slices,num_vnfs_per_slice,seed,slice_idx,slice_id,entry_node
2026-04-08 09:14:57,4,2,1,0,0,3
2026-04-08 09:14:57,4,2,1,1,1,10
2026-04-08 09:14:57,4,2,1,2,2,2
2026-04-08 09:14:57,4,2,1,3,3,5
2026-04-08 09:14:59,8,2,1,0,0,3
2026-04-08 09:14:59,8,2,1,1,1,10
2026-04-08 09:14:59,8,2,1,2,2,2
2026-04-08 09:14:59,8,2,1,3,3,5
2026-04-08 09:14:59,8,2,1,4,4,2
2026-04-08 09:14:59,8,2,1,5,5,8
2026-04-08 09:14:59,8,2,1,6,6,8
2026-04-08 09:14:59,8,2,1,7,7,8
2026-04-08 09:15:04,16,2,1,0,0,3
2026-04-08 09:15:04,16,2,1,1,1,10
2026-04-08 09:15:04,16,2,1,2,2,2
2026-04-08 09:15:04,16,2,1,3,3,5
2026-04-08 09:15:04,16,2,1,4,4,2
2026-04-08 09:15:04,16,2,1,5,5,8
2026-04-08 09:15:04,16,2,1,6,6,8
2026-04-08 09:15:04,16,2,1,7,7,8
2026-04-08 09:15:04,16,2,1,8,8,11
2026-04-08 09:15:04,16,2,1,9,9,7
2026-04-08 09:15:04,16,2,1,10,10,4
2026-04-08 09:15:04,16,2,1,11,11,2
2026-04-08 09:15:04,16,2,1,12,12,8
2026-04-08 09:15:04,16,2,1,13,13,1
2026-04-08 09:15:04,16,2,1,14,14,7
2026-04-08 09:15:04,16,2,1,15,15,7
2026-04-08 09:15:34,32,2,1,0,0,3
2026-04-08 09:15:34,32,2,1,1,1,10
2026-04-08 09:15:34,32,2,1,2,2,2
2026-04-08 09:15:34,32,2,1,3,3,5
2026-04-08 09:15:34,32,2,1,4,4,2
2026-04-08 09:15:34,32,2,1,5,5,8
2026-04-08 09:15:34,32,2,1,6,6,8
2026-04-08 09:15:34,32,2,1,7,7,8
2026-04-08 09:15:34,32,2,1,8,8,11
2026-04-08 09:15:34,32,2,1,9,9,7
2026-04-08 09:15:34,32,2,1,10,10,4
2026-04-08 09:15:34,32,2,1,11,11,2
2026-04-08 09:15:34,32,2,1,12,12,8
2026-04-08 09:15:34,32,2,1,13,13,1
2026-04-08 09:15:34,32,2,1,14,14,7
2026-04-08 09:15:34,32,2,1,15,15,7
2026-04-08 09:15:34,32,2,1,16,16,10
2026-04-08 09:15:34,32,2,1,17,17,1
2026-04-08 09:15:34,32,2,1,18,18,12
2026-04-08 09:15:34,32,2,1,19,19,8
2026-04-08 09:15:34,32,2,1,20,20,5
2026-04-08 09:15:34,32,2,1,21,21,12
2026-04-08 09:15:34,32,2,1,22,22,4
2026-04-08 09:15:34,32,2,1,23,23,10
2026-04-08 09:15:34,32,2,1,24,24,2
2026-04-08 09:15:34,32,2,1,25,25,6
2026-04-08 09:15:34,32,2,1,26,26,1
2026-04-08 09:15:34,32,2,1,27,27,1
2026-04-08 09:15:34,32,2,1,28,28,1
2026-04-08 09:15:34,32,2,1,29,29,11
2026-04-08 09:15:34,32,2,1,30,30,9
2026-04-08 09:15:34,32,2,1,31,31,1
2026-04-08 09:16:05,64,2,1,0,0,3
2026-04-08 09:16:05,64,2,1,1,1,10
2026-04-08 09:16:05,64,2,1,2,2,2
2026-04-08 09:16:05,64,2,1,3,3,5
2026-04-08 09:16:05,64,2,1,4,4,2
2026-04-08 09:16:05,64,2,1,5,5,8
2026-04-08 09:16:05,64,2,1,6,6,8
2026-04-08 09:16:05,64,2,1,7,7,8
2026-04-08 09:16:05,64,2,1,8,8,11
2026-04-08 09:16:05,64,2,1,9,9,7
2026-04-08 09:16:05,64,2,1,10,10,4
2026-04-08 09:16:05,64,2,1,11,11,2
2026-04-08 09:16:05,64,2,1,12,12,8
2026-04-08 09:16:05,64,2,1,13,13,1
2026-04-08 09:16:05,64,2,1,14,14,7
2026-04-08 09:16:05,64,2,1,15,15,7
2026-04-08 09:16:05,64,2,1,16,16,10
2026-04-08 09:16:05,64,2,1,17,17,1
2026-04-08 09:16:05,64,2,1,18,18,12
2026-04-08 09:16:05,64,2,1,19,19,8
2026-04-08 09:16:05,64,2,1,20,20,5
2026-04-08 09:16:05,64,2,1,21,21,12
2026-04-08 09:16:05,64,2,1,22,22,4
2026-04-08 09:16:05,64,2,1,23,23,10
2026-04-08 09:16:05,64,2,1,24,24,2
2026-04-08 09:16:05,64,2,1,25,25,6
2026-04-08 09:16:05,64,2,1,26,26,1
