timestamp,num_slices,num_vnfs_per_slice,seed,slice_idx,entry_node
2026-04-03 08:14:19,4,2,1,0,3
2026-04-03 08:14:19,4,2,1,1,10
2026-04-03 08:14:19,4,2,1,2,2
2026-04-03 08:14:19,4,2,1,3,5
2026-04-03 08:14:22,8,2,1,0,3
2026-04-03 08:14:22,8,2,1,1,10
2026-04-03 08:14:22,8,2,1,2,2
2026-04-03 08:14:22,8,2,1,3,5
2026-04-03 08:14:22,8,2,1,4,2
2026-04-03 08:14:22,8,2,1,5,8
2026-04-03 08:14:22,8,2,1,6,8
2026-04-03 08:14:22,8,2,1,7,8
2026-04-03 08:14:29,16,2,1,0,3
2026-04-03 08:14:29,16,2,1,1,10
2026-04-03 08:14:29,16,2,1,2,2
2026-04-03 08:14:29,16,2,1,3,5
2026-04-03 08:14:29,16,2,1,4,2
2026-04-03 08:14:29,16,2,1,5,8
2026-04-03 08:14:29,16,2,1,6,8
2026-04-03 08:14:29,16,2,1,7,8
2026-04-03 08:14:29,16,2,1,8,11
2026-04-03 08:14:29,16,2,1,9,7
2026-04-03 08:14:29,16,2,1,10,4
2026-04-03 08:14:29,16,2,1,11,2
2026-04-03 08:14:29,16,2,1,12,8
2026-04-03 08:14:29,16,2,1,13,1
2026-04-03 08:14:29,16,2,1,14,7
2026-04-03 08:14:29,16,2,1,15,7
2026-04-03 08:15:00,32,2,1,0,3
2026-04-03 08:15:00,32,2,1,1,10
2026-04-03 08:15:00,32,2,1,2,2
2026-04-03 08:15:00,32,2,1,3,5
2026-04-03 08:15:00,32,2,1,4,2
2026-04-03 08:15:00,32,2,1,5,8
2026-04-03 08:15:00,32,2,1,6,8
2026-04-03 08:15:00,32,2,1,7,8
2026-04-03 08:15:00,32,2,1,8,11
2026-04-03 08:15:00,32,2,1,9,7
2026-04-03 08:15:00,32,2,1,10,4
2026-04-03 08:15:00,32,2,1,11,2
2026-04-03 08:15:00,32,2,1,12,8
2026-04-03 08:15:00,32,2,1,13,1
2026-04-03 08:15:00,32,2,1,14,7
2026-04-03 08:15:00,32,2,1,15,7
2026-04-03 08:15:00,32,2,1,16,10
2026-04-03 08:15:00,32,2,1,17,1
2026-04-03 08:15:00,32,2,1,18,12
2026-04-03 08:15:00,32,2,1,19,8
2026-04-03 08:15:00,32,2,1,20,5
2026-04-03 08:15:00,32,2,1,21,12
2026-04-03 08:15:00,32,2,1,22,4
2026-04-03 08:15:00,32,2,1,23,10
2026-04-03 08:15:00,32,2,1,24,2
2026-04-03 08:15:00,32,2,1,25,6
2026-04-03 08:15:00,32,2,1,26,1
2026-04-03 08:15:00,32,2,1,27,1
2026-04-03 08:15:00,32,2,1,28,1
2026-04-03 08:15:00,32,2,1,29,11
2026-04-03 08:15:00,32,2,1,30,9
2026-04-03 08:15:00,32,2,1,31,1
2026-04-03 08:15:31,64,2,1,0,3
2026-04-03 08:15:31,64,2,1,1,10
2026-04-03 08:15:31,64,2,1,2,2
2026-04-03 08:15:31,64,2,1,3,5
2026-04-03 08:15:31,64,2,1,4,2
2026-04-03 08:15:31,64,2,1,5,8
2026-04-03 08:15:31,64,2,1,6,8
2026-04-03 08:15:31,64,2,1,7,8
2026-04-03 08:15:31,64,2,1,8,11
2026-04-03 08:15:31,64,2,1,9,7
2026-04-03 08:15:31,64,2,1,10,4
2026-04-03 08:15:31,64,2,1,11,2
2026-04-03 08:15:31,64,2,1,12,8
2026-04-03 08:15:31,64,2,1,13,1
2026-04-03 08:15:31,64,2,1,14,7
2026-04-03 08:15:31,64,2,1,15,7
2026-04-03 08:15:31,64,2,1,16,10
2026-04-03 08:15:31,64,2,1,17,1
2026-04-03 08:15:31,64,2,1,18,12
2026-04-03 08:15:31,64,2,1,19,8
2026-04-03 08:15:31,64,2,1,20,5
2026-04-03 08:15:31,64,2,1,21,12
2026-04-03 08:15:31,64,2,1,22,4
2026-04-03 08:15:31,64,2,1,23,10
2026-04-03 08:15:31,64,2,1,24,2
2026-04-03 08:15:31,64,2,1,25,6
2026-04-03 08:15:31,64,2,1,26,1
2026-04-03 08:15:31,64,2,1,27,1
2026-04-03 08:15:31,64,2,1,28,1
2026-04-03 08:15:31,64,2,1,29,11
2026-04-03 08:15:31,64,2,1,30,9
2026-04-03 08:15:31,64,2,1,31,1
2026-04-03 08:15:31,64,2,1,32,7
2026-04-03 08:15:31,64,2,1,33,11
2026-04-03 08:15:31,64,2,1,34,4
2026-04-03 08:15:31,64,2,1,35,7
2026-04-03 08:15:31,64,2,1,36,12
2026-04-03 08:15:31,64,2,1,37,1
2026-04-03 08:15:31,64,2,1,38,9
2026-04-03 08:15:31,64,2,1,39,4
2026-04-03 08:15:31,64,2,1,40,8
2026-04-03 08:15:31,64,2,1,41,8
2026-04-03 08:15:31,64,2,1,42,9
2026-04-03 08:15:31,64,2,1,43,4
2026-04-03 08:15:31,64,2,1,44,6
2026-04-03 08:15:31,64,2,1,45,4
2026-04-03 08:15:31,64,2,1,46,11
2026-04-03 08:15:31,64,2,1,47,4
2026-04-03 08:15:31,64,2,1,48,8
2026-04-03 08:15:31,64,2,1,49,5
2026-04-03 08:15:31,64,2,1,50,1
2026-04-03 08:15:31,64,2,1,51,7
2026-04-03 08:15:31,64,2,1,52,9
2026-04-03 08:15:31,64,2,1,53,11
2026-04-03 08:15:31,64,2,1,54,2
2026-04-03 08:15:31,64,2,1,55,3
2026-04-03 08:15:31,64,2,1,56,11
2026-04-03 08:15:31,64,2,1,57,12
2026-04-03 08:15:31,64,2,1,58,5
2026-04-03 08:15:31,64,2,1,59,2
2026-04-03 08:15:31,64,2,1,60,12
2026-04-03 08:15:31,64,2,1,61,6
2026-04-03 08:15:31,64,2,1,62,12
2026-04-03 08:15:31,64,2,1,63,12
2026-04-03 08:16:04,4,2,2,0,1
2026-04-03 08:16:04,4,2,2,1,2
2026-04-03 08:16:04,4,2,2,2,2
2026-04-03 08:16:04,4,2,2,3,6
2026-04-03 08:16:04,8,2,2,0,1
2026-04-03 08:16:04,8,2,2,1,2
2026-04-03 08:16:04,8,2,2,2,2
2026-04-03 08:16:04,8,2,2,3,6
2026-04-03 08:16:04,8,2,2,4,3
2026-04-03 08:16:04,8,2,2,5,12
2026-04-03 08:16:04,8,2,2,6,11
2026-04-03 08:16:04,8,2,2,7,5
2026-04-03 08:16:10,16,2,2,0,1
2026-04-03 08:16:10,16,2,2,1,2
2026-04-03 08:16:10,16,2,2,2,2
2026-04-03 08:16:10,16,2,2,3,6
2026-04-03 08:16:10,16,2,2,4,3
2026-04-03 08:16:10,16,2,2,5,12
2026-04-03 08:16:10,16,2,2,6,11
2026-04-03 08:16:10,16,2,2,7,5
2026-04-03 08:16:10,16,2,2,8,5
2026-04-03 08:16:10,16,2,2,9,10
2026-04-03 08:16:10,16,2,2,10,4
2026-04-03 08:16:10,16,2,2,11,10
2026-04-03 08:16:10,16,2,2,12,1
2026-04-03 08:16:10,16,2,2,13,10
2026-04-03 08:16:10,16,2,2,14,11
2026-04-03 08:16:10,16,2,2,15,3
2026-04-03 08:16:41,32,2,2,0,1
2026-04-03 08:16:41,32,2,2,1,2
2026-04-03 08:16:41,32,2,2,2,2
2026-04-03 08:16:41,32,2,2,3,6
2026-04-03 08:16:41,32,2,2,4,3
2026-04-03 08:16:41,32,2,2,5,12
2026-04-03 08:16:41,32,2,2,6,11
2026-04-03 08:16:41,32,2,2,7,5
2026-04-03 08:16:41,32,2,2,8,5
2026-04-03 08:16:41,32,2,2,9,10
2026-04-03 08:16:41,32,2,2,10,4
2026-04-03 08:16:41,32,2,2,11,10
2026-04-03 08:16:41,32,2,2,12,1
2026-04-03 08:16:41,32,2,2,13,10
2026-04-03 08:16:41,32,2,2,14,11
2026-04-03 08:16:41,32,2,2,15,3
2026-04-03 08:16:41,32,2,2,16,7
2026-04-03 08:16:41,32,2,2,17,11
2026-04-03 08:16:41,32,2,2,18,7
2026-04-03 08:16:41,32,2,2,19,12
2026-04-03 08:16:41,32,2,2,20,9
2026-04-03 08:16:41,32,2,2,21,6
2026-04-03 08:16:41,32,2,2,22,9
2026-04-03 08:16:41,32,2,2,23,8
2026-04-03 08:16:41,32,2,2,24,9
2026-04-03 08:16:41,32,2,2,25,5
2026-04-03 08:16:41,32,2,2,26,1
2026-04-03 08:16:41,32,2,2,27,1
2026-04-03 08:16:41,32,2,2,28,6
2026-04-03 08:16:41,32,2,2,29,8
2026-04-03 08:16:41,32,2,2,30,6
2026-04-03 08:16:41,32,2,2,31,7
2026-04-03 08:17:12,64,2,2,0,1
2026-04-03 08:17:12,64,2,2,1,2
2026-04-03 08:17:12,64,2,2,2,2
2026-04-03 08:17:12,64,2,2,3,6
2026-04-03 08:17:12,64,2,2,4,3
2026-04-03 08:17:12,64,2,2,5,12
2026-04-03 08:17:12,64,2,2,6,11
2026-04-03 08:17:12,64,2,2,7,5
2026-04-03 08:17:12,64,2,2,8,5
2026-04-03 08:17:12,64,2,2,9,10
2026-04-03 08:17:12,64,2,2,10,4
2026-04-03 08:17:12,64,2,2,11,10
2026-04-03 08:17:12,64,2,2,12,1
2026-04-03 08:17:12,64,2,2,13,10
2026-04-03 08:17:12,64,2,2,14,11
2026-04-03 08:17:12,64,2,2,15,3
2026-04-03 08:17:12,64,2,2,16,7
2026-04-03 08:17:12,64,2,2,17,11
2026-04-03 08:17:12,64,2,2,18,7
2026-04-03 08:17:12,64,2,2,19,12
2026-04-03 08:17:12,64,2,2,20,9
2026-04-03 08:17:12,64,2,2,21,6
2026-04-03 08:17:12,64,2,2,22,9
2026-04-03 08:17:12,64,2,2,23,8
2026-04-03 08:17:12,64,2,2,24,9
2026-04-03 08:17:12,64,2,2,25,5
2026-04-03 08:17:12,64,2,2,26,1
2026-04-03 08:17:12,64,2,2,27,1
2026-04-03 08:17:12,64,2,2,28,6
2026-04-03 08:17:12,64,2,2,29,8
2026-04-03 08:17:12,64,2,2,30,6
2026-04-03 08:17:12,64,2,2,31,7
2026-04-03 08:17:12,64,2,2,32,7
2026-04-03 08:17:12,64,2,2,33,9
2026-04-03 08:17:12,64,2,2,34,3
2026-04-03 08:17:12,64,2,2,35,9
2026-04-03 08:17:12,64,2,2,36,3
2026-04-03 08:17:12,64,2,2,37,4
2026-04-03 08:17:12,64,2,2,38,4
2026-04-03 08:17:12,64,2,2,39,1
2026-04-03 08:17:12,64,2,2,40,3
2026-04-03 08:17:12,64,2,2,41,6
2026-04-03 08:17:12,64,2,2,42,3
2026-04-03 08:17:12,64,2,2,43,3
2026-04-03 08:17:12,64,2,2,44,9
2026-04-03 08:17:12,64,2,2,45,9
2026-04-03 08:17:12,64,2,2,46,6
2026-04-03 08:17:12,64,2,2,47,9
2026-04-03 08:17:12,64,2,2,48,11
2026-04-03 08:17:12,64,2,2,49,9
2026-04-03 08:17:12,64,2,2,50,3
2026-04-03 08:17:12,64,2,2,51,8
2026-04-03 08:17:12,64,2,2,52,7
2026-04-03 08:17:12,64,2,2,53,12
2026-04-03 08:17:12,64,2,2,54,9
2026-04-03 08:17:12,64,2,2,55,6
2026-04-03 08:17:12,64,2,2,56,10
2026-04-03 08:17:12,64,2,2,57,6
2026-04-03 08:17:12,64,2,2,58,6
2026-04-03 08:17:12,64,2,2,59,8
2026-04-03 08:17:12,64,2,2,60,3
2026-04-03 08:17:12,64,2,2,61,7
2026-04-03 08:17:12,64,2,2,62,12
2026-04-03 08:17:12,64,2,2,63,12
2026-04-03 08:17:45,4,2,3,0,4
2026-04-03 08:17:45,4,2,3,1,10
2026-04-03 08:17:45,4,2,3,2,9
2026-04-03 08:17:45,4,2,3,3,3
2026-04-03 08:17:46,8,2,3,0,4
2026-04-03 08:17:46,8,2,3,1,10
2026-04-03 08:17:46,8,2,3,2,9
2026-04-03 08:17:46,8,2,3,3,3
2026-04-03 08:17:46,8,2,3,4,6
2026-04-03 08:17:46,8,2,3,5,10
2026-04-03 08:17:46,8,2,3,6,8
2026-04-03 08:17:46,8,2,3,7,11
2026-04-03 08:18:03,16,2,3,0,4
2026-04-03 08:18:03,16,2,3,1,10
2026-04-03 08:18:03,16,2,3,2,9
2026-04-03 08:18:03,16,2,3,3,3
2026-04-03 08:18:03,16,2,3,4,6
2026-04-03 08:18:03,16,2,3,5,10
2026-04-03 08:18:03,16,2,3,6,8
2026-04-03 08:18:03,16,2,3,7,11
2026-04-03 08:18:03,16,2,3,8,10
2026-04-03 08:18:03,16,2,3,9,2
2026-04-03 08:18:03,16,2,3,10,10
2026-04-03 08:18:03,16,2,3,11,1
2026-04-03 08:18:03,16,2,3,12,8
2026-04-03 08:18:03,16,2,3,13,5
2026-04-03 08:18:03,16,2,3,14,9
2026-04-03 08:18:03,16,2,3,15,4
2026-04-03 08:18:34,32,2,3,0,4
2026-04-03 08:18:34,32,2,3,1,10
2026-04-03 08:18:34,32,2,3,2,9
2026-04-03 08:18:34,32,2,3,3,3
2026-04-03 08:18:34,32,2,3,4,6
2026-04-03 08:18:34,32,2,3,5,10
2026-04-03 08:18:34,32,2,3,6,8
2026-04-03 08:18:34,32,2,3,7,11
2026-04-03 08:18:34,32,2,3,8,10
2026-04-03 08:18:34,32,2,3,9,2
2026-04-03 08:18:34,32,2,3,10,10
2026-04-03 08:18:34,32,2,3,11,1
2026-04-03 08:18:34,32,2,3,12,8
2026-04-03 08:18:34,32,2,3,13,5
2026-04-03 08:18:34,32,2,3,14,9
2026-04-03 08:18:34,32,2,3,15,4
2026-04-03 08:18:34,32,2,3,16,4
2026-04-03 08:18:34,32,2,3,17,12
2026-04-03 08:18:34,32,2,3,18,8
2026-04-03 08:18:34,32,2,3,19,9
2026-04-03 08:18:34,32,2,3,20,9
2026-04-03 08:18:34,32,2,3,21,8
2026-04-03 08:18:34,32,2,3,22,7
2026-04-03 08:18:34,32,2,3,23,11
2026-04-03 08:18:34,32,2,3,24,3
2026-04-03 08:18:34,32,2,3,25,4
2026-04-03 08:18:34,32,2,3,26,11
2026-04-03 08:18:34,32,2,3,27,3
2026-04-03 08:18:34,32,2,3,28,9
2026-04-03 08:18:34,32,2,3,29,7
2026-04-03 08:18:34,32,2,3,30,12
2026-04-03 08:18:34,32,2,3,31,1
2026-04-03 08:19:06,64,2,3,0,4
2026-04-03 08:19:06,64,2,3,1,10
2026-04-03 08:19:06,64,2,3,2,9
2026-04-03 08:19:06,64,2,3,3,3
2026-04-03 08:19:06,64,2,3,4,6
2026-04-03 08:19:06,64,2,3,5,10
2026-04-03 08:19:06,64,2,3,6,8
2026-04-03 08:19:06,64,2,3,7,11
2026-04-03 08:19:06,64,2,3,8,10
2026-04-03 08:19:06,64,2,3,9,2
2026-04-03 08:19:06,64,2,3,10,10
2026-04-03 08:19:06,64,2,3,11,1
2026-04-03 08:19:06,64,2,3,12,8
2026-04-03 08:19:06,64,2,3,13,5
2026-04-03 08:19:06,64,2,3,14,9
2026-04-03 08:19:06,64,2,3,15,4
2026-04-03 08:19:06,64,2,3,16,4
2026-04-03 08:19:06,64,2,3,17,12
2026-04-03 08:19:06,64,2,3,18,8
2026-04-03 08:19:06,64,2,3,19,9
2026-04-03 08:19:06,64,2,3,20,9
2026-04-03 08:19:06,64,2,3,21,8
2026-04-03 08:19:06,64,2,3,22,7
2026-04-03 08:19:06,64,2,3,23,11
2026-04-03 08:19:06,64,2,3,24,3
2026-04-03 08:19:06,64,2,3,25,4
2026-04-03 08:19:06,64,2,3,26,11
2026-04-03 08:19:06,64,2,3,27,3
2026-04-03 08:19:06,64,2,3,28,9
2026-04-03 08:19:06,64,2,3,29,7
2026-04-03 08:19:06,64,2,3,30,12
2026-04-03 08:19:06,64,2,3,31,1
2026-04-03 08:19:06,64,2,3,32,11
2026-04-03 08:19:06,64,2,3,33,2
2026-04-03 08:19:06,64,2,3,34,3
2026-04-03 08:19:06,64,2,3,35,10
2026-04-03 08:19:06,64,2,3,36,1
2026-04-03 08:19:06,64,2,3,37,5
2026-04-03 08:19:06,64,2,3,38,1
2026-04-03 08:19:06,64,2,3,39,5
2026-04-03 08:19:06,64,2,3,40,8
2026-04-03 08:19:06,64,2,3,41,10
2026-04-03 08:19:06,64,2,3,42,12
2026-04-03 08:19:06,64,2,3,43,7
2026-04-03 08:19:06,64,2,3,44,12
2026-04-03 08:19:06,64,2,3,45,7
2026-04-03 08:19:06,64,2,3,46,7
2026-04-03 08:19:06,64,2,3,47,12
