timestamp,num_slices,num_vnfs_per_slice,seed,slice_idx,slice_id,entry_node
2026-04-10 11:56:47,4,2,1,0,0,6
2026-04-10 11:56:47,4,2,1,1,1,6
2026-04-10 11:56:47,4,2,1,2,2,6
2026-04-10 11:56:47,4,2,1,3,3,6
2026-04-10 11:56:47,8,2,1,0,0,6
2026-04-10 11:56:47,8,2,1,1,1,6
2026-04-10 11:56:47,8,2,1,2,2,6
2026-04-10 11:56:47,8,2,1,3,3,6
2026-04-10 11:56:47,8,2,1,4,4,6
2026-04-10 11:56:47,8,2,1,5,5,6
2026-04-10 11:56:47,8,2,1,6,6,6
2026-04-10 11:56:47,8,2,1,7,7,6
2026-04-10 11:56:48,16,2,1,0,0,6
2026-04-10 11:56:48,16,2,1,1,1,6
2026-04-10 11:56:48,16,2,1,2,2,6
2026-04-10 11:56:48,16,2,1,3,3,6
2026-04-10 11:56:48,16,2,1,4,4,6
2026-04-10 11:56:48,16,2,1,5,5,6
2026-04-10 11:56:48,16,2,1,6,6,6
2026-04-10 11:56:48,16,2,1,7,7,6
2026-04-10 11:56:48,16,2,1,8,8,6
2026-04-10 11:56:48,16,2,1,9,9,6
2026-04-10 11:56:48,16,2,1,10,10,6
2026-04-10 11:56:48,16,2,1,11,11,6
2026-04-10 11:56:48,16,2,1,12,12,6
2026-04-10 11:56:48,16,2,1,13,13,6
2026-04-10 11:56:48,16,2,1,14,14,6
2026-04-10 11:56:48,16,2,1,15,15,6
2026-04-10 11:56:48,32,2,1,0,0,6
2026-04-10 11:56:48,32,2,1,1,1,6
2026-04-10 11:56:48,32,2,1,2,2,6
2026-04-10 11:56:48,32,2,1,3,3,6
2026-04-10 11:56:48,32,2,1,4,4,6
2026-04-10 11:56:48,32,2,1,5,5,6
2026-04-10 11:56:48,32,2,1,6,6,6
2026-04-10 11:56:48,32,2,1,7,7,6
2026-04-10 11:56:48,32,2,1,8,8,6
2026-04-10 11:56:48,32,2,1,9,9,6
2026-04-10 11:56:48,32,2,1,10,10,6
2026-04-10 11:56:48,32,2,1,11,11,6
2026-04-10 11:56:48,32,2,1,12,12,6
2026-04-10 11:56:48,32,2,1,13,13,6
2026-04-10 11:56:48,32,2,1,14,14,6
2026-04-10 11:56:48,32,2,1,15,15,6
2026-04-10 11:56:48,32,2,1,16,16,6
2026-04-10 11:56:48,32,2,1,17,17,6
2026-04-10 11:56:48,32,2,1,18,18,6
2026-04-10 11:56:48,32,2,1,19,19,6
2026-04-10 11:56:48,32,2,1,20,20,6
2026-04-10 11:56:48,32,2,1,21,21,6
2026-04-10 11:56:48,32,2,1,22,22,6
2026-04-10 11:56:48,32,2,1,23,23,6
2026-04-10 11:56:48,32,2,1,24,24,6
2026-04-10 11:56:48,32,2,1,25,25,6
2026-04-10 11:56:48,32,2,1,26,26,6
2026-04-10 11:56:48,32,2,1,27,27,6
2026-04-10 11:56:48,32,2,1,28,28,6
2026-04-10 11:56:48,32,2,1,29,29,6
2026-04-10 11:56:48,32,2,1,30,30,6
2026-04-10 11:56:48,32,2,1,31,31,6
2026-04-10 11:56:49,64,2,1,0,0,6
2026-04-10 11:56:49,64,2,1,1,1,6
2026-04-10 11:56:49,64,2,1,2,2,6
2026-04-10 11:56:49,64,2,1,3,3,6
2026-04-10 11:56:49,64,2,1,4,4,6
2026-04-10 11:56:49,64,2,1,5,5,6
2026-04-10 11:56:49,64,2,1,6,6,6
2026-04-10 11:56:49,64,2,1,7,7,6
2026-04-10 11:56:49,64,2,1,8,8,6
2026-04-10 11:56:49,64,2,1,9,9,6
2026-04-10 11:56:49,64,2,1,10,10,6
2026-04-10 11:56:49,64,2,1,11,11,6
2026-04-10 11:56:49,64,2,1,12,12,6
2026-04-10 11:56:49,64,2,1,13,13,6
2026-04-10 11:56:49,64,2,1,14,14,6
2026-04-10 11:56:49,64,2,1,15,15,6
2026-04-10 11:56:49,64,2,1,16,16,6
2026-04-10 11:56:49,64,2,1,17,17,6
2026-04-10 11:56:49,64,2,1,18,18,6
2026-04-10 11:56:49,64,2,1,19,19,6
2026-04-10 11:56:49,64,2,1,20,20,6
2026-04-10 11:56:49,64,2,1,21,21,6
2026-04-10 11:56:49,64,2,1,22,22,6
2026-04-10 11:56:49,64,2,1,23,23,6
2026-04-10 11:56:49,64,2,1,24,24,6
2026-04-10 11:56:49,64,2,1,25,25,6
2026-04-10 11:56:49,64,2,1,26,26,6
2026-04-10 11:56:49,64,2,1,27,27,6
2026-04-10 11:56:49,64,2,1,28,28,6
2026-04-10 11:56:49,64,2,1,29,29,6
2026-04-10 11:56:49,64,2,1,30,30,6
2026-04-10 11:56:49,64,2,1,31,31,6
2026-04-10 11:56:49,64,2,1,32,32,6
2026-04-10 11:56:49,64,2,1,33,33,6
2026-04-10 11:56:49,64,2,1,34,34,6
2026-04-10 11:56:49,64,2,1,35,35,6
2026-04-10 11:56:49,64,2,1,36,36,6
2026-04-10 11:56:49,64,2,1,37,37,6
2026-04-10 11:56:49,64,2,1,38,38,6
2026-04-10 11:56:49,64,2,1,39,39,6
2026-04-10 11:56:49,64,2,1,40,40,6
2026-04-10 11:56:49,64,2,1,41,41,6
2026-04-10 11:56:49,64,2,1,42,42,6
2026-04-10 11:56:49,64,2,1,43,43,6
2026-04-10 11:56:49,64,2,1,44,44,6
2026-04-10 11:56:49,64,2,1,45,45,6
2026-04-10 11:56:49,64,2,1,46,46,6
2026-04-10 11:56:49,64,2,1,47,47,6
2026-04-10 11:56:49,64,2,1,48,48,6
2026-04-10 11:56:49,64,2,1,49,49,6
2026-04-10 11:56:49,64,2,1,50,50,6
2026-04-10 11:56:49,64,2,1,51,51,6
2026-04-10 11:56:49,64,2,1,52,52,6
2026-04-10 11:56:49,64,2,1,53,53,6
2026-04-10 11:56:49,64,2,1,54,54,6
2026-04-10 11:56:49,64,2,1,55,55,6
2026-04-10 11:56:49,64,2,1,56,56,6
2026-04-10 11:56:49,64,2,1,57,57,6
2026-04-10 11:56:49,64,2,1,58,58,6
2026-04-10 11:56:49,64,2,1,59,59,6
2026-04-10 11:56:49,64,2,1,60,60,6
2026-04-10 11:56:49,64,2,1,61,61,6
2026-04-10 11:56:49,64,2,1,62,62,6
2026-04-10 11:56:49,64,2,1,63,63,6
2026-04-10 11:56:55,4,2,2,0,0,6
2026-04-10 11:56:55,4,2,2,1,1,6
2026-04-10 11:56:55,4,2,2,2,2,6
2026-04-10 11:56:55,4,2,2,3,3,6
2026-04-10 11:56:56,8,2,2,0,0,6
2026-04-10 11:56:56,8,2,2,1,1,6
2026-04-10 11:56:56,8,2,2,2,2,6
2026-04-10 11:56:56,8,2,2,3,3,6
2026-04-10 11:56:56,8,2,2,4,4,6
2026-04-10 11:56:56,8,2,2,5,5,6
2026-04-10 11:56:56,8,2,2,6,6,6
2026-04-10 11:56:56,8,2,2,7,7,6
2026-04-10 11:56:56,16,2,2,0,0,6
2026-04-10 11:56:56,16,2,2,1,1,6
2026-04-10 11:56:56,16,2,2,2,2,6
2026-04-10 11:56:56,16,2,2,3,3,6
2026-04-10 11:56:56,16,2,2,4,4,6
2026-04-10 11:56:56,16,2,2,5,5,6
2026-04-10 11:56:56,16,2,2,6,6,6
2026-04-10 11:56:56,16,2,2,7,7,6
2026-04-10 11:56:56,16,2,2,8,8,6
2026-04-10 11:56:56,16,2,2,9,9,6
2026-04-10 11:56:56,16,2,2,10,10,6
2026-04-10 11:56:56,16,2,2,11,11,6
