timestamp,num_slices,num_vnfs_per_slice,seed,slice_idx,entry_node
2026-04-07 10:47:49,4,2,1,0,3
2026-04-07 10:47:49,4,2,1,1,10
2026-04-07 10:47:49,4,2,1,2,2
2026-04-07 10:47:49,4,2,1,3,5
2026-04-07 10:47:50,8,2,1,0,3
2026-04-07 10:47:50,8,2,1,1,10
2026-04-07 10:47:50,8,2,1,2,2
2026-04-07 10:47:50,8,2,1,3,5
2026-04-07 10:47:50,8,2,1,4,2
2026-04-07 10:47:50,8,2,1,5,8
2026-04-07 10:47:50,8,2,1,6,8
2026-04-07 10:47:50,8,2,1,7,8
2026-04-07 10:47:54,16,2,1,0,3
2026-04-07 10:47:54,16,2,1,1,10
2026-04-07 10:47:54,16,2,1,2,2
2026-04-07 10:47:54,16,2,1,3,5
2026-04-07 10:47:54,16,2,1,4,2
2026-04-07 10:47:54,16,2,1,5,8
2026-04-07 10:47:54,16,2,1,6,8
2026-04-07 10:47:54,16,2,1,7,8
2026-04-07 10:47:54,16,2,1,8,11
2026-04-07 10:47:54,16,2,1,9,7
2026-04-07 10:47:54,16,2,1,10,4
2026-04-07 10:47:54,16,2,1,11,2
2026-04-07 10:47:54,16,2,1,12,8
2026-04-07 10:47:54,16,2,1,13,1
2026-04-07 10:47:54,16,2,1,14,7
2026-04-07 10:47:54,16,2,1,15,7
2026-04-07 10:48:16,32,2,1,0,3
2026-04-07 10:48:16,32,2,1,1,10
2026-04-07 10:48:16,32,2,1,2,2
2026-04-07 10:48:16,32,2,1,3,5
2026-04-07 10:48:16,32,2,1,4,2
2026-04-07 10:48:16,32,2,1,5,8
2026-04-07 10:48:16,32,2,1,6,8
2026-04-07 10:48:16,32,2,1,7,8
2026-04-07 10:48:16,32,2,1,8,11
2026-04-07 10:48:16,32,2,1,9,7
2026-04-07 10:48:16,32,2,1,10,4
2026-04-07 10:48:16,32,2,1,11,2
2026-04-07 10:48:16,32,2,1,12,8
2026-04-07 10:48:16,32,2,1,13,1
2026-04-07 10:48:16,32,2,1,14,7
2026-04-07 10:48:16,32,2,1,15,7
2026-04-07 10:48:16,32,2,1,16,10
2026-04-07 10:48:16,32,2,1,17,1
2026-04-07 10:48:16,32,2,1,18,12
2026-04-07 10:48:16,32,2,1,19,8
2026-04-07 10:48:16,32,2,1,20,5
2026-04-07 10:48:16,32,2,1,21,12
2026-04-07 10:48:16,32,2,1,22,4
2026-04-07 10:48:16,32,2,1,23,10
2026-04-07 10:48:16,32,2,1,24,2
2026-04-07 10:48:16,32,2,1,25,6
2026-04-07 10:48:16,32,2,1,26,1
2026-04-07 10:48:16,32,2,1,27,1
2026-04-07 10:48:16,32,2,1,28,1
2026-04-07 10:48:16,32,2,1,29,11
2026-04-07 10:48:16,32,2,1,30,9
2026-04-07 10:48:16,32,2,1,31,1
2026-04-07 10:53:49,64,2,1,0,3
2026-04-07 10:53:49,64,2,1,1,10
2026-04-07 10:53:49,64,2,1,2,2
2026-04-07 10:53:49,64,2,1,3,5
2026-04-07 10:53:49,64,2,1,4,2
2026-04-07 10:53:49,64,2,1,5,8
2026-04-07 10:53:49,64,2,1,6,8
2026-04-07 10:53:49,64,2,1,7,8
2026-04-07 10:53:49,64,2,1,8,11
2026-04-07 10:53:49,64,2,1,9,7
2026-04-07 10:53:49,64,2,1,10,4
2026-04-07 10:53:49,64,2,1,11,2
2026-04-07 10:53:49,64,2,1,12,8
2026-04-07 10:53:49,64,2,1,13,1
2026-04-07 10:53:49,64,2,1,14,7
2026-04-07 10:53:49,64,2,1,15,7
2026-04-07 10:53:49,64,2,1,16,10
2026-04-07 10:53:49,64,2,1,17,1
2026-04-07 10:53:49,64,2,1,18,12
2026-04-07 10:53:49,64,2,1,19,8
2026-04-07 10:53:49,64,2,1,20,5
2026-04-07 10:53:49,64,2,1,21,12
2026-04-07 10:53:49,64,2,1,22,4
2026-04-07 10:53:49,64,2,1,23,10
2026-04-07 10:53:49,64,2,1,24,2
2026-04-07 10:53:49,64,2,1,25,6
2026-04-07 10:53:49,64,2,1,26,1
2026-04-07 10:53:49,64,2,1,27,1
2026-04-07 10:53:49,64,2,1,28,1
2026-04-07 10:53:49,64,2,1,29,11
2026-04-07 10:53:49,64,2,1,30,9
2026-04-07 10:53:49,64,2,1,31,1
2026-04-07 10:53:49,64,2,1,32,7
2026-04-07 10:53:49,64,2,1,33,11
2026-04-07 10:53:49,64,2,1,34,4
2026-04-07 10:53:49,64,2,1,35,7
2026-04-07 10:53:49,64,2,1,36,12
2026-04-07 10:53:49,64,2,1,37,1
2026-04-07 10:53:49,64,2,1,38,9
2026-04-07 10:53:49,64,2,1,39,4
2026-04-07 10:53:49,64,2,1,40,8
2026-04-07 10:53:49,64,2,1,41,8
2026-04-07 10:53:49,64,2,1,42,9
2026-04-07 10:53:49,64,2,1,43,4
2026-04-07 10:53:49,64,2,1,44,6
2026-04-07 10:53:49,64,2,1,45,4
