timestamp,num_slices,num_vnfs_per_slice,seed,slice_idx,slice_id,entry_node
2026-04-10 09:38:00,4,2,1,0,0,3
2026-04-10 09:38:00,4,2,1,1,1,10
2026-04-10 09:38:00,4,2,1,2,2,2
2026-04-10 09:38:00,4,2,1,3,3,5
2026-04-10 09:38:01,8,2,1,0,0,3
2026-04-10 09:38:01,8,2,1,1,1,10
2026-04-10 09:38:01,8,2,1,2,2,2
2026-04-10 09:38:01,8,2,1,3,3,5
2026-04-10 09:38:01,8,2,1,4,4,2
2026-04-10 09:38:01,8,2,1,5,5,8
2026-04-10 09:38:01,8,2,1,6,6,8
2026-04-10 09:38:01,8,2,1,7,7,8
2026-04-10 09:38:05,16,2,1,0,0,3
2026-04-10 09:38:05,16,2,1,1,1,10
2026-04-10 09:38:05,16,2,1,2,2,2
2026-04-10 09:38:05,16,2,1,3,3,5
2026-04-10 09:38:05,16,2,1,4,4,2
2026-04-10 09:38:05,16,2,1,5,5,8
2026-04-10 09:38:05,16,2,1,6,6,8
2026-04-10 09:38:05,16,2,1,7,7,8
2026-04-10 09:38:05,16,2,1,8,8,11
2026-04-10 09:38:05,16,2,1,9,9,7
2026-04-10 09:38:05,16,2,1,10,10,4
2026-04-10 09:38:05,16,2,1,11,11,2
2026-04-10 09:38:05,16,2,1,12,12,8
2026-04-10 09:38:05,16,2,1,13,13,1
2026-04-10 09:38:05,16,2,1,14,14,7
2026-04-10 09:38:05,16,2,1,15,15,7
2026-04-10 09:38:27,32,2,1,0,0,3
2026-04-10 09:38:27,32,2,1,1,1,10
2026-04-10 09:38:27,32,2,1,2,2,2
2026-04-10 09:38:27,32,2,1,3,3,5
2026-04-10 09:38:27,32,2,1,4,4,2
2026-04-10 09:38:27,32,2,1,5,5,8
2026-04-10 09:38:27,32,2,1,6,6,8
2026-04-10 09:38:27,32,2,1,7,7,8
2026-04-10 09:38:27,32,2,1,8,8,11
2026-04-10 09:38:27,32,2,1,9,9,7
2026-04-10 09:38:27,32,2,1,10,10,4
2026-04-10 09:38:27,32,2,1,11,11,2
2026-04-10 09:38:27,32,2,1,12,12,8
2026-04-10 09:38:27,32,2,1,13,13,1
2026-04-10 09:38:27,32,2,1,14,14,7
